author,book,special,directory
Henrik Ibsen,18792,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/8/7/9/18792/18792.txt
Henrik Ibsen,18428,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/8/4/2/18428/18428.txt
Henrik Ibsen,18657,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/8/6/5/18657/18657.txt
Henrik Ibsen,7942,False,/home/isaac/Documents/Github/Author-identification/gutenberg/7/9/4/7942/7942.txt
Henrik Ibsen,8121,False,/home/isaac/Documents/Github/Author-identification/gutenberg/8/1/2/8121/8121-8.txt
Henrik Ibsen,19018,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/9/0/1/19018/19018.txt
Henrik Ibsen,7172,False,/home/isaac/Documents/Github/Author-identification/gutenberg/7/1/7/7172/7172.txt
Henrik Ibsen,4782,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/7/8/4782/4782.txt
Henrik Ibsen,2446,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/4/2446/2446.txt
Henrik Ibsen,2289,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/2/8/2289/2289.txt
Henrik Ibsen,2467,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/6/2467/2467.txt
George Gibbs,41844,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/1/8/4/41844/41844.txt
George Gibbs,29617,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/9/6/1/29617/29617.txt
George Gibbs,51468,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/1/4/6/51468/51468-0.txt
George Gibbs,22228,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/2/2/2/22228/22228.txt
George Gibbs,47899,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/7/8/8/47889/47889-0.txt
George Gibbs,48336,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/8/3/3/48336/48336-0.txt
George Gibbs,38702,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/8/7/0/38702/38702.txt
George Gibbs,25689,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/6/8/25689/25689.txt
George Gibbs,47900,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/7/9/0/47900/47900.txt
George Gibbs,42138,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/2/1/3/42138/42138.txt
George Gibbs,11584,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/5/8/11584/11584-8.txt
Xenophon,22003,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/2/0/0/22003/22003.txt
Xenophon,2085,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/0/8/2085/2085.txt
Xenophon,1176,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1176/1176.txt
Xenophon,1175,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1175/1175.txt
Xenophon,1174,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1174/1174.txt
Xenophon,1177,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1177/1177.txt
Xenophon,1181,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/8/1181/1181.txt
Xenophon,17490,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/7/4/9/17490/17490.txt
Xenophon,1173,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1173/1173.txt
Xenophon,1180,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/8/1180/1180.txt
Xenophon,1172,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/1/7/1172/1172.txt
Michel de Montaigne,3583,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/8/3583/3583.txt
Michel de Montaigne,3586,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/8/3586/3586.txt
Michel de Montaigne,3591,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3591/3591.txt
Michel de Montaigne,3597,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3597/3597.txt
Michel de Montaigne,3589,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/8/3589/3589.txt
Michel de Montaigne,3585,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/8/3585/3585.txt
Michel de Montaigne,3588,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/8/3588/3588.txt
Michel de Montaigne,3596,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3596/3596.txt
Michel de Montaigne,3599,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3599/3599.txt
Michel de Montaigne,3590,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3590/3590.txt
Michel de Montaigne,3598,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/5/9/3598/3598.txt
Louis Becke,24995,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/9/9/24995/24995.txt
Louis Becke,25059,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/0/5/25059/25059.txt
